0 -39.2906 -49.2666 0.0755446 0.0394376 0.03 0.03 1.58095
1 -39.6501 29.6186 0.00766199 0.163657 0.03 0.03 1.19111
2 8.0235 48.9233 0.0661936 0.0908004 0.03 0.03 2.65964
3 -9.95609 21.2447 0.0639883 0.167154 0.03 0.03 1.20534
4 6.59489 -17.2881 0.132939 0.227242 0.03 0.03 2.5281
5 14.6326 -11.9075 -0.0264779 0.231494 0.03 0.03 2.12042
6 -18.5564 26.6984 0.0397173 0.150989 0.03 0.03 1.01719
7 15.2903 -34.2716 0.0904469 0.210308 0.03 0.03 2.2984
8 44.8062 -44.2595 0.0319637 0.157757 0.03 0.03 2.72768
9 25.2974 -12.2946 -0.0030266 0.177831 0.03 0.03 1.50515
10 21.2693 -38.5056 0.058152 0.117528 0.03 0.03 1.10843
11 4.70603 47.9587 0.0624118 0.0696081 0.03 0.03 1.19119
12 -36.4233 15.2829 -0.0295266 0.0929378 0.03 0.03 1.69702
13 36.2119 -42.0517 0.0751085 0.121918 0.03 0.03 1.12919
14 17.6604 -27.9162 0.00906785 0.105147 0.03 0.03 1.45951
15 -15.4445 24.2554 0.0736068 0.266229 0.03 0.03 2.73336
16 11.9925 11.7267 0.00171986 -0.00863877 0.03 0.03 0.97671
17 -49.3651 8.60224 -0.0597767 0.151118 0.03 0.03 2.92833
18 -21.838 -4.931 -0.0479439 0.0446261 0.03 0.03 0.854943
19 12.9841 33.3682 0.0642838 0.0453724 0.03 0.03 2.63198
20 -42.2961 25.5719 0.0183835 0.165976 0.03 0.03 2.4198
21 -24.5343 43.4075 0.0312596 0.170131 0.03 0.03 2.41882
22 -26.7825 0.0689422 -0.128737 0.117852 0.03 0.03 2.63946
23 2.34748 31.2123 0.0944164 0.0814541 0.03 0.03 1.79469
24 -27.2618 40.2466 0.00957423 0.0610842 0.03 0.03 1.51174
25 18.046 37.5159 0.0600567 0.0674853 0.03 0.03 1.69182
26 -43.125 -49.3039 0.0829665 0.0663164 0.03 0.03 2.63214
27 16.936 23.9016 0.0692394 0.0723257 0.03 0.03 1.9919
28 22.5284 13.817 -0.0203645 0.0269862 0.03 0.03 1.37433
29 49.1548 27.9178 -0.0233095 0.045959 0.03 0.03 1.94202
30 -39.704 2.99594 -0.0553294 0.0910351 0.03 0.03 1.55341
31 -49.3684 -49.794 0.00907042 0.11178 0.03 0.03 2.12912
32 13.0712 -15.5738 0.059832 0.283066 0.03 0.03 2.82639
33 -9.10754 13.9585 0.0535737 0.289996 0.03 0.03 2.43593
34 19.6012 45.6191 0.0672727 0.0528521 0.03 0.03 1.83818
35 -21.1313 -20.4317 -0.0137233 0.0350418 0.03 0.03 1.04549
36 -36.597 -28.5406 0.0172063 0.085443 0.03 0.03 1.45435
37 8.30997 20.8272 0.111251 0.0155941 0.03 0.03 2.55011
38 -23.7393 -6.99822 -0.0634957 0.042626 0.03 0.03 1.21601
39 -45.863 -41.5343 0.0013034 0.0723392 0.03 0.03 0.97069
40 5.78679 -23.9233 0.0907785 0.103726 0.03 0.03 1.4885
41 18.3846 32.8035 0.0919325 0.0706668 0.03 0.03 2.65054
42 33.6071 5.40006 -0.0679074 0.0852859 0.03 0.03 1.0419
43 -48.9578 9.42149 -0.0156455 0.0243355 0.03 0.03 1.00187
44 23.0026 -1.88759 -0.0949362 0.177696 0.03 0.03 2.42839
45 -45.5569 -8.33322 -0.054504 0.0929225 0.03 0.03 1.92003
46 36.6404 -44.1799 0.11167 0.158189 0.03 0.03 1.87776
47 18.0475 -16.6163 0.00209973 0.110807 0.03 0.03 0.918332
48 35.5659 -0.0428868 -0.107535 0.0948925 0.03 0.03 2.3483
49 -8.6507 -20.1811 0.0708945 0.0068767 0.03 0.03 2.16416
50 -38.3875 40.1196 -0.00958038 0.138706 0.03 0.03 2.61721
51 10.9854 -46.582 0.0680808 0.102844 0.03 0.03 1.24404
52 -2.01148 -11.7703 0.204409 0.0552433 0.03 0.03 2.60461
53 -24.0502 26.685 0.0444474 0.159854 0.03 0.03 2.91422
54 -43.2765 -41.8351 -0.0337782 0.0634937 0.03 0.03 1.24133
55 -37.9146 48.6389 0.0615066 0.157026 0.03 0.03 1.37801
56 9.27643 36.9402 0.0595658 0.0884845 0.03 0.03 1.72044
57 -37.3571 36.6982 0.0259221 0.076235 0.03 0.03 1.09702
58 39.6358 -33.4414 -0.039605 0.175701 0.03 0.03 2.23003
59 -30.2364 48.3275 0.0504587 0.148075 0.03 0.03 1.94669
60 24.2439 -31.8438 0.0337514 0.229996 0.03 0.03 1.67352
61 21.3745 33.806 0.0755986 -0.0205195 0.03 0.03 2.24241
62 33.7982 -28.0266 -0.0286451 0.173357 0.03 0.03 2.81389
63 -15.0465 39.0816 0.0339171 0.132862 0.03 0.03 1.20429
64 42.7753 20.6152 -0.00635769 0.010826 0.03 0.03 2.84471
65 -10.8674 19.95 -0.00477919 0.0653382 0.03 0.03 0.810335
66 0.481714 -29.7822 0.0574357 0.0984438 0.03 0.03 2.10432
67 35.7795 29.363 0.0209946 0.071351 0.03 0.03 1.08582
68 33.9945 10.727 -0.0495341 0.0285977 0.03 0.03 0.846857
69 -1.27761 41.107 0.0630291 0.0678394 0.03 0.03 2.81825
70 30.7212 -8.98436 -0.0293509 0.0911644 0.03 0.03 1.16161
71 -30.9436 -44.7723 -0.0166558 0.0850206 0.03 0.03 2.54826
72 -12.2264 -9.47011 -0.00766832 -0.0023519 0.03 0.03 1.1015
73 -13.2713 -48.1896 0.0400232 0.0508022 0.03 0.03 2.14788
74 4.01235 39.0025 0.0544377 0.0609792 0.03 0.03 1.43851
75 42.5407 14.6018 -0.0943309 0.151883 0.03 0.03 2.08368
76 2.83665 19.8121 0.159123 0.074198 0.03 0.03 2.26211
77 9.56536 40.6733 0.0565062 0.09582 0.03 0.03 2.90373
