8.525774e-01 4.867375e-01 -1.365856e-01 -1.191721e-01 7.138007e-02
8.498964e-01 4.906879e-01 -1.369735e-01 -1.193848e-01 7.138007e-02
8.463973e-01 4.958099e-01 -1.374603e-01 -1.196555e-01 7.138007e-02
8.584522e-01 4.780010e-01 -1.356896e-01 -1.186906e-01 7.303390e-02
8.769367e-01 4.497569e-01 -1.324400e-01 -1.170449e-01 7.303390e-02
8.851495e-01 4.368173e-01 -1.307752e-01 -1.162556e-01 7.303390e-02
9.016179e-01 4.100824e-01 -1.269975e-01 -1.145799e-01 7.138007e-02
9.036447e-01 4.067152e-01 -1.264902e-01 -1.143660e-01 7.138007e-02
9.189783e-01 3.806533e-01 -1.223335e-01 -1.127026e-01 7.138007e-02
9.266678e-01 3.671692e-01 -1.200274e-01 -1.118431e-01 7.138007e-02
9.493430e-01 3.255986e-01 -1.122897e-01 -1.092487e-01 7.138007e-02
9.509658e-01 3.225108e-01 -1.116789e-01 -1.090613e-01 7.138007e-02
9.520075e-01 3.205202e-01 -1.112825e-01 -1.089410e-01 7.303390e-02
9.570738e-01 3.107417e-01 -1.093069e-01 -1.083560e-01 7.469374e-02
9.773686e-01 2.698156e-01 -1.005470e-01 -1.060388e-01 7.469374e-02
9.807106e-01 2.627806e-01 -9.896574e-02 -1.056654e-01 7.469374e-02
9.947244e-01 2.322419e-01 -9.186470e-02 -1.041448e-01 7.469374e-02
9.948563e-01 2.319461e-01 -9.179411e-02 -1.041309e-01 7.469374e-02
1.008297e+00 2.008579e-01 -8.419603e-02 -1.027707e-01 7.469374e-02
1.010819e+00 1.948039e-01 -8.267688e-02 -1.025296e-01 7.303390e-02
1.014749e+00 1.852187e-01 -8.024675e-02 -1.021645e-01 7.469374e-02
1.026530e+00 1.552723e-01 -7.246981e-02 -1.011607e-01 7.469374e-02
1.033684e+00 1.360871e-01 -6.735214e-02 -1.006314e-01 7.469374e-02
1.041915e+00 1.129191e-01 -6.104582e-02 -1.001158e-01 7.469374e-02
1.054868e+00 7.359647e-02 -5.006620e-02 -9.956201e-02 7.469374e-02
1.056319e+00 6.893610e-02 -4.874459e-02 -9.952380e-02 7.469374e-02
1.056886e+00 6.710014e-02 -4.822286e-02 -9.951036e-02 7.635920e-02
1.058211e+00 6.277070e-02 -4.699018e-02 -9.948230e-02 7.802991e-02
1.071035e+00 1.790781e-02 -3.404211e-02 -9.949400e-02 7.802991e-02
1.075693e+00 -1.221245e-15 -2.879814e-02 -9.965401e-02 7.802991e-02
1.081407e+00 -2.350650e-02 -2.186381e-02 -9.999926e-02 7.802991e-02
1.087260e+00 -4.979146e-02 -1.405612e-02 -1.005669e-01 7.970555e-02
1.089577e+00 -6.096855e-02 -1.072299e-02 -1.008661e-01 7.970555e-02
1.091616e+00 -7.123959e-02 -7.654805e-03 -1.011714e-01 7.970555e-02
1.096922e+00 -1.003614e-01 1.062982e-03 -1.021935e-01 7.802991e-02
1.102868e+00 -1.389189e-01 1.261756e-02 -1.038976e-01 7.970555e-02
1.103365e+00 -1.425598e-01 1.370780e-02 -1.040788e-01 7.970555e-02
1.103733e+00 -1.453093e-01 1.453090e-02 -1.042180e-01 7.970555e-02
1.105910e+00 -1.626478e-01 1.971625e-02 -1.051407e-01 7.970555e-02
1.108562e+00 -1.872131e-01 2.704137e-02 -1.065797e-01 7.970555e-02
1.111400e+00 -2.213966e-01 3.717279e-02 -1.088319e-01 7.970555e-02
1.112290e+00 -2.356784e-01 4.137802e-02 -1.098565e-01 8.138581e-02
1.113572e+00 -2.652898e-01 5.003276e-02 -1.121322e-01 8.307041e-02
1.114038e+00 -2.883975e-01 5.671671e-02 -1.140452e-01 8.307041e-02
