0.0846124   0.00278406
0.085342   0.00278406
0.085342   0.0054183
0.085342   0.0054183
0.0860716   0.0054183
0.0860716   0.0117277
0.0860716   0.0117277
0.0868011   0.0117277
0.0868011   0.0201757
0.0868011   0.0201757
0.0875307   0.0201757
0.0875307   0.0299885
0.0875307   0.0299885
0.0882602   0.0299885
0.0882602   0.0443361
0.0882602   0.0443361
0.0889898   0.0443361
0.0889898   0.0711654
0.0889898   0.0711654
0.0897193   0.0711654
0.0897193   0.0592824
0.0897193   0.0592824
0.0904489   0.0592824
0.0904489   0.107784
0.0904489   0.107784
0.0911784   0.107784
0.0911784   0.151843
0.0911784   0.151843
0.091908   0.151843
0.091908   0.188514
0.091908   0.188514
0.0926376   0.188514
0.0926376   0.182075
0.0926376   0.182075
0.0933671   0.182075
0.0933671   0.287047
0.0933671   0.287047
0.0940967   0.287047
0.0940967   0.374303
0.0940967   0.374303
0.0948262   0.374303
0.0948262   0.409183
0.0948262   0.409183
0.0955558   0.409183
0.0955558   0.491466
0.0955558   0.491466
0.0962853   0.491466
0.0962853   0.577866
0.0962853   0.577866
0.0970149   0.577866
0.0970149   0.614032
0.0970149   0.614032
0.0977444   0.614032
0.0977444   0.778993
0.0977444   0.778993
0.098474   0.778993
0.098474   0.762156
0.098474   0.762156
0.0992035   0.762156
0.0992035   0.844038
0.0992035   0.844038
0.0999331   0.844038
0.0999331   0.819574
0.0999331   0.819574
0.100663   0.819574
0.100663   1
0.100663   1
0.101392   1
0.101392   0.824791
0.101392   0.824791
0.102122   0.824791
0.102122   0.929768
0.102122   0.929768
0.102851   0.929768
0.102851   0.713606
0.102851   0.713606
0.103581   0.713606
0.103581   0.708768
0.103581   0.708768
0.10431   0.708768
0.10431   0.703232
0.10431   0.703232
0.10504   0.703232
0.10504   0.620236
0.10504   0.620236
0.10577   0.620236
0.10577   0.61267
0.10577   0.61267
0.106499   0.61267
0.106499   0.492847
0.106499   0.492847
0.107229   0.492847
0.107229   0.416455
0.107229   0.416455
0.107958   0.416455
0.107958   0.332348
0.107958   0.332348
0.108688   0.332348
0.108688   0.286248
0.108688   0.286248
0.109417   0.286248
0.109417   0.212328
0.109417   0.212328
0.110147   0.212328
0.110147   0.129211
0.110147   0.129211
0.110876   0.129211
0.110876   0.154234
0.110876   0.154234
0.111606   0.154234
0.111606   0.107948
0.111606   0.107948
0.112336   0.107948
0.112336   0.0766056
0.112336   0.0766056
0.113065   0.0766056
0.113065   0.0647499
0.113065   0.0647499
0.113795   0.0647499
0.113795   0.0585524
0.113795   0.0585524
0.114524   0.0585524
0.114524   0.0388169
0.114524   0.0388169
0.115254   0.0388169
0.115254   0.0238527
0.115254   0.0238527
0.115983   0.0238527
0.115983   0.0234403
0.115983   0.0234403
0.116713   0.0234403
0.116713   0.00909413
0.116713   0.00909413
0.117442   0.00909413
0.117442   0.015603
0.117442   0.015603
0.118172   0.015603
0.118172   0.00538207
0.118172   0.00538207
0.118902   0.00538207
0.118902   0.00753355
0.118902   0.00753355
0.119631   0.00753355
0.119631   0.00550222
0.119631   0.00550222
0.120361   0.00550222
0.120361   0.000895346
0.120361   0.000895346
0.12109   0.000895346
