4.96418   0.00205491
4.96566   0.00205491
4.96566   0.00393165
4.96566   0.00393165
4.96714   0.00393165
4.96714   0.00265024
4.96714   0.00265024
4.96863   0.00265024
4.96863   0.0075794
4.96863   0.0075794
4.97011   0.0075794
4.97011   0.0135245
4.97011   0.0135245
4.97159   0.0135245
4.97159   0.025713
4.97159   0.025713
4.97307   0.025713
4.97307   0.0461391
4.97307   0.0461391
4.97455   0.0461391
4.97455   0.0632858
4.97455   0.0632858
4.97604   0.0632858
4.97604   0.108684
4.97604   0.108684
4.97752   0.108684
4.97752   0.139952
4.97752   0.139952
4.979   0.139952
4.979   0.162842
4.979   0.162842
4.98048   0.162842
4.98048   0.186594
4.98048   0.186594
4.98196   0.186594
4.98196   0.307177
4.98196   0.307177
4.98345   0.307177
4.98345   0.370265
4.98345   0.370265
4.98493   0.370265
4.98493   0.515998
4.98493   0.515998
4.98641   0.515998
4.98641   0.610837
4.98641   0.610837
4.98789   0.610837
4.98789   0.692208
4.98789   0.692208
4.98937   0.692208
4.98937   0.724594
4.98937   0.724594
4.99085   0.724594
4.99085   0.872577
4.99085   0.872577
4.99234   0.872577
4.99234   0.896605
4.99234   0.896605
4.99382   0.896605
4.99382   1
4.99382   1
4.9953   1
4.9953   0.957438
4.9953   0.957438
4.99678   0.957438
4.99678   0.92479
4.99678   0.92479
4.99826   0.92479
4.99826   0.961943
4.99826   0.961943
4.99975   0.961943
4.99975   0.981983
4.99975   0.981983
5.00123   0.981983
5.00123   0.856837
5.00123   0.856837
5.00271   0.856837
5.00271   0.792907
5.00271   0.792907
5.00419   0.792907
5.00419   0.665812
5.00419   0.665812
5.00567   0.665812
5.00567   0.684737
5.00567   0.684737
5.00716   0.684737
5.00716   0.637535
5.00716   0.637535
5.00864   0.637535
5.00864   0.496198
5.00864   0.496198
5.01012   0.496198
5.01012   0.415227
5.01012   0.415227
5.0116   0.415227
5.0116   0.407267
5.0116   0.407267
5.01308   0.407267
5.01308   0.295312
5.01308   0.295312
5.01457   0.295312
5.01457   0.248806
5.01457   0.248806
5.01605   0.248806
5.01605   0.189829
5.01605   0.189829
5.01753   0.189829
5.01753   0.174005
5.01753   0.174005
5.01901   0.174005
5.01901   0.173664
5.01901   0.173664
5.02049   0.173664
5.02049   0.0931875
5.02049   0.0931875
5.02198   0.0931875
5.02198   0.0496188
5.02198   0.0496188
5.02346   0.0496188
5.02346   0.0604481
5.02346   0.0604481
5.02494   0.0604481
5.02494   0.0400737
5.02494   0.0400737
5.02642   0.0400737
5.02642   0.0374393
5.02642   0.0374393
5.0279   0.0374393
5.0279   0.0217007
5.0279   0.0217007
5.02939   0.0217007
5.02939   0.0176641
5.02939   0.0176641
5.03087   0.0176641
5.03087   0.0139467
5.03087   0.0139467
5.03235   0.0139467
5.03235   0.00523601
5.03235   0.00523601
5.03383   0.00523601
5.03383   0.00591581
5.03383   0.00591581
5.03531   0.00591581
5.03531   0.00464584
5.03531   0.00464584
5.0368   0.00464584
5.0368   0.00201441
5.0368   0.00201441
5.03828   0.00201441
