    0.504986620633567362E+00    0.597999778544954008E+00    0.507768758763393779E+00    0.622857957868947931E+00    0.493039539670297844E+00    0.563289237362008199E+00    0.738026091337999124E+00   -0.159501033174972466E+02
    0.500626222167728785E+00    0.640931363047694713E+00    0.526395706975140598E+00    0.626550319527482302E+00    0.466300673022491008E+00    0.533671122786476992E+00    0.753903571069963307E+00   -0.155096211899648164E+02
    0.497406296714733742E+00    0.643235369367629040E+00    0.530073758354254410E+00    0.587723363224969098E+00    0.475439940298669927E+00    0.535687058301483998E+00    0.754044170321089169E+00   -0.152722727082546150E+02
    0.486649061772902014E+00    0.657938205039467761E+00    0.553780104670013373E+00    0.566678017526719868E+00    0.511484529761282558E+00    0.529991129799699423E+00    0.771925658469604370E+00   -0.150432714332894424E+02
    0.485914253621125669E+00    0.638345207062086528E+00    0.535172234254660095E+00    0.575770775085976849E+00    0.525982783234854701E+00    0.533987110515356189E+00    0.762830092582711283E+00   -0.143091649510986780E+02
    0.494812636459798671E+00    0.662630907756432852E+00    0.554878703109477178E+00    0.549056545313758693E+00    0.586178857782398977E+00    0.526704783584991731E+00    0.766025495735031092E+00   -0.141833184659554679E+02
    0.490517249867291616E+00    0.689351687499599408E+00    0.599040612839665698E+00    0.527350412395100498E+00    0.643450227293186572E+00    0.515093213584344123E+00    0.787936919798533641E+00   -0.140281455772040164E+02
    0.499196164118375862E+00    0.652992688675702038E+00    0.527804558519184175E+00    0.592646148052571320E+00    0.532641129132934044E+00    0.527969038363865661E+00    0.745585075246950280E+00   -0.137007503854306627E+02
    0.508398067919235364E+00    0.596537509223656004E+00    0.518420115705475415E+00    0.606719380980800249E+00    0.476243586166688271E+00    0.565213222591039455E+00    0.750387482854538268E+00   -0.134151921906710143E+02
    0.498573061188151923E+00    0.648845364322135909E+00    0.552909618371769884E+00    0.560745733781177536E+00    0.564052918857790186E+00    0.534270686035522524E+00    0.772022891379341214E+00   -0.132543465448528561E+02
    0.490434126853795394E+00    0.650704862239389281E+00    0.557404526553862856E+00    0.554515593110735505E+00    0.553854872384935804E+00    0.535739481742972479E+00    0.778368837513114031E+00   -0.132377890265353564E+02
    0.488509029227318037E+00    0.687359578709631269E+00    0.596256822705440559E+00    0.553536231835785819E+00    0.601354736630354880E+00    0.505028304521769278E+00    0.797388771482051228E+00   -0.132298411324787963E+02
    0.492964290574828934E+00    0.685903640918821389E+00    0.573205395717388821E+00    0.566562719899643685E+00    0.588146814815893038E+00    0.512479258181299691E+00    0.775964407384636123E+00   -0.130808054785319623E+02
    0.502103189093638602E+00    0.602965621055946532E+00    0.515597439718053385E+00    0.662745227818031912E+00    0.445777049869807929E+00    0.551402938461352909E+00    0.753318849357795250E+00   -0.129192969306322460E+02
    0.521331375613073855E+00    0.547933442157511386E+00    0.488459310993890172E+00    0.661272390948764222E+00    0.431991235606438762E+00    0.581237950452998642E+00    0.723959293167895090E+00   -0.128400376008288113E+02
    0.511546741390277782E+00    0.541920541202779882E+00    0.489928175924715714E+00    0.677219498218460059E+00    0.391960864888751315E+00    0.586223553759899763E+00    0.729911789624582585E+00   -0.127889846530311821E+02
    0.488588202457026666E+00    0.626279567770949397E+00    0.533744239781104413E+00    0.579543990970659118E+00    0.543425445594552303E+00    0.550137637781769162E+00    0.756174205871603999E+00   -0.126786456523845903E+02
    0.483691409992524413E+00    0.676752011076726334E+00    0.577432605850873637E+00    0.531437215755389825E+00    0.582129961738217627E+00    0.517661130162393901E+00    0.785121360484761555E+00   -0.126746668873434309E+02
    0.500458669261200639E+00    0.609431149830552354E+00    0.527466646285544405E+00    0.612099799815281509E+00    0.460019655077536949E+00    0.555760519231060179E+00    0.762944665043284842E+00   -0.123494815622130503E+02
    0.500109327487921917E+00    0.604847829828084160E+00    0.509243567503723571E+00    0.583963501965650389E+00    0.525228204596003501E+00    0.558711642400820052E+00    0.732400035992996856E+00   -0.123072989653347111E+02
    0.490262118397342683E+00    0.631985470052685905E+00    0.547872478494240589E+00    0.609495121905867521E+00    0.526542687194262116E+00    0.540329371851325568E+00    0.778611310626335484E+00   -0.122475367679432949E+02
    0.491346416407983266E+00    0.654446424187296816E+00    0.561121820692140227E+00    0.580050416565356830E+00    0.533364422260970139E+00    0.524883159606548966E+00    0.786931287084452813E+00   -0.122459292388950534E+02
    0.506548339841154882E+00    0.598700571886580324E+00    0.510685773982050728E+00    0.622467702651820276E+00    0.481226355821043894E+00    0.551692375075027885E+00    0.748263162166535101E+00   -0.121938462544959876E+02
    0.497426769219026899E+00    0.580203638895404272E+00    0.508819458897272092E+00    0.615877587810353067E+00    0.460074059508678523E+00    0.571144515716134671E+00    0.742901780280653901E+00   -0.121516583846659323E+02
    0.510683705567820390E+00    0.582230306530943875E+00    0.493337703245806392E+00    0.673475070824439248E+00    0.404632722578945558E+00    0.553904038818820776E+00    0.731925042980089535E+00   -0.120021354984140327E+02
    0.494719355079026590E+00    0.658873527566245731E+00    0.568103993398440976E+00    0.593337153265157347E+00    0.557562860747871536E+00    0.524373774897421874E+00    0.787175873417185423E+00   -0.119248985206313822E+02
    0.491164717782520355E+00    0.657022216426929928E+00    0.551413207255803783E+00    0.556512358320807810E+00    0.588114382227750809E+00    0.536366493017793045E+00    0.761304521857672722E+00   -0.119164970662850234E+02
