-0.5425 -1.2425 0.0176921 -0.229093 -0.288508
-0.5075 -1.2425 0.0307938 -0.220416 -0.233283
-0.4725 -1.2425 0.0431128 -0.212038 1.22477
-0.4375 -1.2425 0.0546498 -0.204002 -0.447577
-0.4025 -1.2425 0.0654098 -0.196355 -1.42148
-0.5775 -1.2075 0.0130546 -0.208276 -0.344655
-0.5425 -1.2075 0.0267025 -0.198945 -0.579085
-0.5075 -1.2075 0.0395285 -0.189867 1.4377
-0.4725 -1.2075 0.0515272 -0.181084 -0.840229
-0.4375 -1.2075 0.0626976 -0.172645 -1.14569
-0.4025 -1.2075 0.0730432 -0.164599 0.166169
-0.6125 -1.1725 0.00842356 -0.188819 -1.99316
-0.5775 -1.1725 0.0227012 -0.178873 0.517997
-0.5425 -1.1725 0.0361232 -0.169125 -0.729122
-0.5075 -1.1725 0.048678 -0.159622 1.16591
-0.4725 -1.1725 0.0603579 -0.150412 -0.565306
-0.4375 -1.1725 0.0711598 -0.141546 -1.0716
-0.4025 -1.1725 0.0810853 -0.133074 0.713002
-0.6475 -1.1375 0.00367565 -0.170736 -0.507623
-0.6125 -1.1375 0.0186642 -0.16022 -0.632604
-0.5775 -1.1375 0.0327701 -0.149847 0.414786
-0.5425 -1.1375 0.0459754 -0.139661 -0.453571
-0.5075 -1.1375 0.0582654 -0.129712 1.38074
-0.4725 -1.1375 0.0696297 -0.12005 -0.277584
-0.4375 -1.1375 0.0800624 -0.110729 -0.428439
-0.4025 -1.1375 0.0895632 -0.101805 -0.0738426
-0.6825 -1.1025 -0.00131836 -0.154025 -1.22776
-0.6475 -1.1025 0.0144584 -0.142995 1.63182
-0.6125 -1.1025 0.0293333 -0.13205 -0.459993
-0.5775 -1.1025 0.0432815 -0.121232 0.881019
-0.5425 -1.1025 0.0562815 -0.110588 0.219308
-0.5075 -1.1025 0.0683153 -0.100168 0.469846
-0.4725 -1.1025 0.0793689 -0.0900275 0.183835
-0.4375 -1.1025 0.0894336 -0.0802238 1.60405
-0.4025 -1.1025 0.0985063 -0.0708179 -1.44885
-0.7525 -1.0675 -0.0242086 -0.150132 -0.0688383
-0.7175 -1.0675 -0.00669144 -0.13867 0.572146
-0.6825 -1.0675 0.00994522 -0.127193 0.572412
-0.6475 -1.0675 0.0256689 -0.11574 -0.418522
-0.6125 -1.0675 0.0404486 -0.104349 -0.845806
-0.5775 -1.0675 0.0542558 -0.0930663 -2.38551
-0.5425 -1.0675 0.0670646 -0.0819407 -1.27962
-0.5075 -1.0675 0.0788531 -0.0710257 0.83904
-0.4725 -1.0675 0.0896034 -0.0603793 1.25166
-0.4375 -1.0675 0.0993032 -0.0500632 1.6335
-0.4025 -1.0675 0.107946 -0.0401431 1.4123
-0.7875 -1.0325 -0.0310161 -0.136416 -0.152488
-0.7525 -1.0325 -0.012578 -0.124639 0.310018
-0.7175 -1.0325 0.00498269 -0.11279 -0.151178
-0.6825 -1.0325 0.0216283 -0.100902 0.042118
-0.6475 -1.0325 0.0373219 -0.0890101 -1.95566
-0.6125 -1.0325 0.0520282 -0.0771578 1.54316
-0.5775 -1.0325 0.065714 -0.0653911 -2.23432
-0.5425 -1.0325 0.0783487 -0.0537614 0.757105
-0.5075 -1.0325 0.0899057 -0.0423252 0.364376
-0.4725 -1.0325 0.100363 -0.0311439 0.156285
-0.4375 -1.0325 0.109703 -0.0202836 1.01453
0.2275 -1.0325 0.120314 0.0290817 -0.129269
0.2625 -1.0325 0.11826 0.020126 1.66519
0.2975 -1.0325 0.116787 0.0100619 0.790987
0.3325 -1.0325 0.116003 -0.0010412 -1.18576
0.3675 -1.0325 0.116007 -0.0131062 -0.447249
0.4025 -1.0325 0.116887 -0.02605 -0.21906
0.4375 -1.0325 0.118716 -0.0397855 -0.779353
0.4725 -1.0325 0.121557 -0.0542235 0.236611
0.5075 -1.0325 0.125459 -0.0692739 -1.4204
