    0.509659756972523859E+00    0.564084031915611406E+00    0.508517160319146400E+00    0.670423807199674537E+00    0.443254870875048279E+00    0.576540172178595434E+00    0.749885091380784186E+00   -0.210895705623899374E+02
    0.483694207678305232E+00    0.676901384700987152E+00    0.629494886807690834E+00    0.512874679684003243E+00    0.647050643273135884E+00    0.512155254114907477E+00    0.820221449150092541E+00   -0.196728298561506527E+02
    0.519022375039419170E+00    0.514571351363806495E+00    0.466078411145908145E+00    0.680997860713312808E+00    0.364490549386041973E+00    0.588344413356703066E+00    0.694482912924946461E+00   -0.170454614938596052E+02
    0.491492757889252507E+00    0.658357114530275345E+00    0.546897605515865193E+00    0.538721985948934057E+00    0.570902063738478849E+00    0.528019890350316823E+00    0.761868568590543083E+00   -0.162737019826371849E+02
    0.503761535476550004E+00    0.621700056425041447E+00    0.538465311199219365E+00    0.633532699030154411E+00    0.512117460371686040E+00    0.547451286173909479E+00    0.771927690590878846E+00   -0.158694366171642525E+02
    0.497687662967154720E+00    0.620085841112235969E+00    0.525890956097058271E+00    0.592218645661594767E+00    0.558543154202645220E+00    0.555012057042137408E+00    0.747790649758048653E+00   -0.154184150608101618E+02
    0.490356894971946622E+00    0.657111984217568112E+00    0.560970500906695091E+00    0.570617641246648932E+00    0.520578452168988015E+00    0.529100786322287853E+00    0.776849309515543762E+00   -0.149772771578692634E+02
    0.497604581748009034E+00    0.657634785541590050E+00    0.576165889427170508E+00    0.558117476309892058E+00    0.567022417763360376E+00    0.533395960851752671E+00    0.787710952278220633E+00   -0.148529727480038076E+02
    0.492908466781813881E+00    0.654014518700244185E+00    0.550547774642127563E+00    0.570875596886635917E+00    0.530831834160412241E+00    0.533477524489997079E+00    0.771441621527562793E+00   -0.144272499607153648E+02
    0.489456831825029803E+00    0.646925248557562060E+00    0.530292658401056660E+00    0.604685721709967927E+00    0.510781604937357470E+00    0.528782962840482096E+00    0.755342551137062501E+00   -0.142743738055754701E+02
    0.491017140576771649E+00    0.695084837792636745E+00    0.581067060434002025E+00    0.556070807854817772E+00    0.583073159305247946E+00    0.502305739349976799E+00    0.781054056151036735E+00   -0.142028096064369578E+02
    0.497755998764163488E+00    0.643336419677754012E+00    0.536507946244327072E+00    0.619470543360464365E+00    0.464160605231448198E+00    0.527694484515963014E+00    0.768345612374341402E+00   -0.141667047170109903E+02
    0.504015125988551027E+00    0.603692494216334419E+00    0.514450237400087440E+00    0.578259566978143624E+00    0.521467788701409862E+00    0.561916579520603032E+00    0.738317384386150466E+00   -0.137729284188991148E+02
    0.482045534219630645E+00    0.687189664518805365E+00    0.589738989407743497E+00    0.524513501301010265E+00    0.619982476013912320E+00    0.512004990919554648E+00    0.787992880600733248E+00   -0.137637751938424771E+02
    0.501634424949948143E+00    0.605133210373699604E+00    0.507239753267767157E+00    0.630415101442215242E+00    0.486047289307134922E+00    0.546514756691495851E+00    0.744371618310218031E+00   -0.134801876160826613E+02
    0.491792098531406929E+00    0.646471187402587466E+00    0.527272958985541829E+00    0.582823494648696983E+00    0.523519038916862023E+00    0.535700487839468109E+00    0.746104689179474034E+00   -0.134541117131532424E+02
    0.500230688063264428E+00    0.614351065919358286E+00    0.532924938605331411E+00    0.582457541481223195E+00    0.503017965891654262E+00    0.555154902023389241E+00    0.763031033564166794E+00   -0.133328749562275792E+02
    0.497575993801614103E+00    0.605783290245837658E+00    0.521004023528235050E+00    0.602474280844024324E+00    0.505253026231262226E+00    0.553074175868477846E+00    0.752832217964791495E+00   -0.132427695410837067E+02
    0.504000611441867807E+00    0.610448170544798274E+00    0.517463081326921648E+00    0.611075511304103869E+00    0.472491841568744797E+00    0.547616140811114538E+00    0.749732981804900889E+00   -0.130284183815881534E+02
