36 0.0963427 -5.95644 0.584698 0.016558 0.03 0.03 3.57506
37 7.15589 5.8726 -0.00951893 -0.237247 0.03 0.03 1.95471
38 6.79889 2.14539 -0.594668 -0.263401 0.03 0.03 1.57455
39 -0.255523 8.2214 0.444084 0.242731 0.03 0.03 4.71085
40 6.14423 -1.79687 -0.67389 0.855442 0.03 0.03 2.07528
41 -0.196035 0.995841 0.752824 -1.8299 0.03 0.03 2.16697
42 -2.44527 -1.89402 -0.67598 -1.38257 0.03 0.03 1.97966
43 -2.65425 -9.63792 0.242779 -0.0790602 0.03 0.03 3.64436
44 0.802469 7.8005 0.436744 0.136445 0.03 0.03 2.51581
45 8.50815 2.92036 -0.555061 -0.139855 0.03 0.03 3.54221
46 0.567329 3.96242 1.95372 0.655685 0.03 0.03 3.82608
47 1.91307 8.13466 0.455965 0.0561304 0.03 0.03 4.84684
48 -8.88577 -7.05145 0.00200247 -0.114469 0.03 0.03 1.58917
49 -5.327 7.08523 0.0596836 0.518962 0.03 0.03 2.01842
50 8.55502 6.1567 -0.129108 -0.195219 0.03 0.03 2.69234
51 1.82384 5.28711 0.759091 -0.0914653 0.03 0.03 2.38023
52 -7.67975 -1.26513 -0.576674 -0.0389146 0.03 0.03 4.20268
53 -0.863855 0.992135 1.82321 -1.87323 0.03 0.03 3.37512
54 -2.30125 9.59884 0.252215 0.322994 0.03 0.03 2.91852
55 -7.35208 -2.53752 -0.434451 -0.197215 0.03 0.03 3.09492
56 -1.96751 1.48262 26.542 -31.4104 0.03 0.03 3.64075
57 7.84228 -1.74823 -0.52041 0.536453 0.03 0.03 1.89499
58 -5.7225 -3.33299 -0.361762 -0.370266 0.03 0.03 3.88147
59 -9.21695 -5.68362 -0.152555 -0.114906 0.03 0.03 3.12969
60 -1.90912 6.8418 0.295787 0.464579 0.03 0.03 1.86905
61 1.77233 -9.208 0.35735 0.227906 0.03 0.03 2.65861
62 -3.86735 7.84702 0.178649 0.492542 0.03 0.03 2.74761
63 -3.03751 -0.316223 -6.44448 -1.19053 0.03 0.03 4.61464
64 -1.90092 -4.50621 0.445283 -0.519133 0.03 0.03 3.39423
65 9.6772 -8.68043 0.0574521 0.397054 0.03 0.03 2.36815
66 4.36266 0.640772 -3.14664 -0.302616 0.03 0.03 1.51866
67 -3.76501 4.76936 0.0374571 0.957813 0.03 0.03 3.6646
68 3.73321 0.508151 5.34336 0.27441 0.03 0.03 4.16393
69 7.32948 -0.808028 -0.949712 0.538691 0.03 0.03 3.76611
70 -7.73378 -9.99068 -0.0119674 -0.0981803 0.03 0.03 3.86846
71 -5.6024 -9.76718 0.153932 -0.072323 0.03 0.03 3.34546
72 -5.89407 -2.26109 -0.547425 -0.257359 0.03 0.03 4.52709
73 -6.59541 -5.24501 -0.0875545 -0.250889 0.03 0.03 3.13049
74 4.4118 4.87913 0.234197 -0.595329 0.03 0.03 2.85402
75 2.3308 -0.355571 1.48591 -1.87576 0.03 0.03 2.09187
76 -9.15574 -7.83857 -0.0605563 -0.109937 0.03 0.03 3.7578
77 -8.30596 1.21882 -0.520295 0.333252 0.03 0.03 3.8239
78 -7.84736 -8.54485 -0.00537388 -0.117501 0.03 0.03 1.95509
79 5.7801 -6.52219 0.176141 0.615453 0.03 0.03 4.18264
80 -3.61332 6.49266 0.224269 0.688326 0.03 0.03 4.78349
81 -2.59307 2.11606 -2.31743 4.00972 0.03 0.03 4.45584
82 -0.730162 8.38448 0.377406 0.246967 0.03 0.03 1.98882
83 2.52084 -5.3717 0.52815 0.47336 0.03 0.03 2.56614
84 6.07328 -2.87533 -0.378366 1.14612 0.03 0.03 3.43775
85 7.20878 6.7268 0.0338443 -0.206222 0.03 0.03 2.10636
86 0.639684 8.36852 0.411772 0.181435 0.03 0.03 3.97218
87 4.00928 2.14376 -1.05503 -1.76937 0.03 0.03 1.76333
88 -8.91418 6.93339 -0.168687 0.508733 0.03 0.03 4.71651
89 -1.31395 3.15452 0.652381 2.54481 0.03 0.03 2.66569
90 3.31428 5.5456 0.570914 -0.422058 0.03 0.03 4.29531
91 -7.45847 -6.38595 -0.0587506 -0.244254 0.03 0.03 3.74339
92 -1.38996 -9.68854 0.296663 0.0210067 0.03 0.03 2.34497
93 -8.33034 -4.17155 -0.202115 -0.200819 0.03 0.03 3.49887
94 -2.64712 3.07708 -0.390867 2.03557 0.03 0.03 3.60155
95 6.6867 -4.27111 -0.143609 0.794199 0.03 0.03 3.93994
96 9.68179 9.47706 -0.00799416 -0.0407888 0.03 0.03 1.56334
97 5.82993 0.980887 -1.92657 -0.241175 0.03 0.03 3.43088
98 -1.06113 -8.55914 0.334687 0.00787214 0.03 0.03 3.18819
99 6.68265 -8.81646 0.158431 0.47764 0.03 0.03 4.01715
