0 -0.108474 -0.131632 -0.0764913 -0.0717365 -0.076004 0.11992 0.491652 0.678423 0.568155 0.492707 0.648994 0.905077 0.9973 0.314926 -0.874534 -0.0261706 0.100189 0.393722 0.399083 0.205248 0.060429 0.0141251 0 0 0 0 0 0 0 
-0.066952 -0.136653 -0.160418 -0.112706 -0.0894519 -0.0721187 0.110859 0.580962 1.05401 1.09976 0.997289 1.04378 1.21635 1.05441 -0.668531 0.601881 0.855605 -0.221486 0.0132105 0.172821 0.106227 0.0426271 0 0 0 0 0 0 0 0 
-0.0684098 -0.143171 -0.158912 -0.0780482 0.0027716 0.0192742 0.088736 0.496173 1.14765 1.5281 1.39402 1.19716 1.06398 0.838422 0.833733 0.655893 1.02404 -0.252081 -0.0548457 0.00700641 0.0285853 0 0 0 0 0 0 0 0 0 
0 -0.0948824 -0.113946 -0.0575948 0.0238538 0.0339019 0.0226756 0.259772 0.869708 1.45279 1.31927 0.834877 0.558367 0.478953 0.5093 0.537449 0.250742 -0.291069 -0.0573983 0 0 0 0 0 0 0 0 0 0 0 
0 -0.0380514 -0.0381142 -0.00279789 0.0327235 0.0256941 -0.00476165 0.0322424 0.287929 0.628231 0.657315 0.387016 0.102816 0.113908 0.0313044 -0.333028 0.298544 0.0646423 -0.0168344 0 0 0 0 0 0 0 0 0 0 0 
0 -0.00813694 -0.00287443 0.0125484 0.0237056 -0.00144018 -0.0225847 -0.0520291 0.0128696 0.13281 0.236486 0.159699 0.0588365 0.0337583 -0.0617024 -0.307301 -0.144449 0.0481041 -0.0237346 -0.020616 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0.0177868 0.0157859 0.00662252 0.00033571 -0.00895547 0.0553989 0.106826 0.0839148 0.0492082 0 0 -0.305838 -0.137305 0.0795901 -0.29294 -0.0238303 0.0400862 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.308126 -0.235972 -0.0247943 -0.189713 -0.0537995 0.0369451 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.116051 -0.0473018 -0.0707898 0.00302263 -0.021425 -0.0190433 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0110448 -0.0610717 0.0227499 0.0561809 0.0119642 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0115591 0.0156246 0 0.0350449 0.0243943 0 0 0 0 0 0 0 0 0 
