0 0 0 0 0 0.0553593 0.0514592 0 0 0 0 0 0 -0.0410815 -0.0222412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0.0407647 0.0851891 0.0933217 0.0472473 0 0 0 0 -0.142988 -0.124354 -0.0259674 0.0159184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0.0516137 0.0898157 0.0975788 0.0317183 -0.101845 -0.143921 0 -0.229581 -0.294113 -0.175565 -0.0125483 0.0414255 0 0 0 0 0 -0.00244352 0.00208697 0 0.0132978 0 -0.00993565 -0.00733171 0.000351667 0 
0 0 0 0 0.0462427 0.0701046 0.0518737 -0.0534392 -0.2695 -0.411681 -0.427412 -0.39127 -0.250788 -0.0673422 0.0588486 0.0643101 0.0271454 0 0 0 -0.0470016 -0.0233751 0.00358809 0.0358202 0.0328818 0.00518387 -0.0151151 -0.003886 0.00123596 0.000981095 
0 0 0 0 0.0339087 0.0336845 -0.0360585 -0.217314 -0.504094 -0.646618 -0.567925 -0.270157 0.0886878 0.233868 0.154784 0.0521827 0.00313519 0 0 -0.0909191 -0.11839 -0.0607173 -0.0187231 0.025586 0.0118476 -0.0166142 -0.00623108 -0.00102538 -0.016185 0 
0 0 0 0 0.0178477 -0.0173577 -0.153721 -0.387845 -0.651679 -0.643719 -0.261685 0.247309 0.692848 0.598208 0.209766 0.00143339 -0.0605218 -0.0626291 -0.0441028 -0.101286 -0.11359 -0.0606958 -0.0531514 -0.0395784 -0.0569538 -0.0792919 -0.0110701 -0.0141173 -0.0508248 -0.0350373 
0 0 0 0 0 -0.107112 -0.271335 -0.445994 -0.513958 -0.203141 0.46489 0.959299 1.14587 0.526577 0.0285112 -0.089374 -0.0990682 -0.107592 -0.0567345 -0.0643351 -0.0248436 -0.0328879 -0.0676736 -0.0814166 -0.104238 -0.08633 0.00980919 -0.0252895 -0.0605338 -0.0382569 
0 0 0 0 0 -0.220966 -0.365049 -0.30829 0.0976567 0.644519 1.20836 1.32784 0.832052 -0.278366 -0.256352 -0.18394 -0.0741381 -0.0754345 -0.0384582 0.0111106 0.0565766 -0.0398932 -0.0433932 -0.0248664 -0.0510504 -0.0137351 0.0248745 -0.022115 -0.0325161 -0.0184491 
0 0 0 0 0 -0.303938 -0.388975 -0.0250056 0.933292 1.58265 1.30228 0.645121 0.258134 -0.25642 -0.00667536 0.0984109 0.0624114 -0.0266459 -0.0662516 0.00931776 0.0483784 -0.00972997 0.0930297 0.130481 0.0742847 0.0668807 0.0273709 -0.00092252 0.00415913 0.00213233 
0 0 0 0 0 -0.318905 -0.348097 0.244536 1.51094 1.96851 1.11865 0.0514601 -0.672605 -0.323074 0.265712 0.25992 0.0673599 0.023699 0.00195425 0.0769459 0.13289 0.211379 0.340121 0.320966 0.251856 0.138197 0.0519827 0.0232968 0.0111176 0.00629801 
0 0 0 0 0 -0.2294 -0.24687 0.24257 1.40727 2.05961 0.338735 -0.215986 -0.409744 0.144542 0.280037 -0.378938 -0.220416 0.0547398 0.148535 0.300751 0.443835 0.608328 0.666309 0.587857 0.401339 0.200063 0.0724055 0.0174508 0.0113438 0.00528153 
0.0175026 0.0283171 0.0267805 0.00420973 -0.0403503 -0.0910896 -0.0798244 0.0517677 0.388244 0.820779 0.0966434 -0.272202 0.15017 0.928157 0.238783 -0.0140009 0.129908 0.277851 0.396128 0.622565 0.863322 1.02012 0.96636 0.749032 0.434863 0.181258 0.0495254 0.0309889 0.0130482 0 
0.0331182 0.0437259 0.024992 -0.0129574 -0.0511139 -0.0426855 0.0307082 0.0125517 -0.139493 -0.16454 0.102352 -0.196329 0.437523 0.714532 0.142414 0.578302 0.536939 0.572275 0.764255 0.988854 1.19049 1.22194 1.0003 0.644911 0.303807 0.0859555 0.0612421 0.0543232 0 0 
0.0433887 0.0468166 -0.011082 -0.0650042 -0.0550786 -0.0258132 0.00300737 0.022888 -0.0495495 -0.203048 -0.00645789 0.644323 0.589746 0.343262 0.568498 -0.0373145 0.317139 0.760472 1.12257 1.19714 1.19436 0.991869 0.678707 0.366403 0.119517 0.0245547 0.0503642 0 0 0 
0.0269256 0.0198421 -0.0231528 -0.0775992 -0.0449468 0.0215441 0.00860015 0.0172685 0.0365626 -0.0245479 0.0053344 0.583572 0.367092 0.229249 0.0332413 0.359519 0.693947 0.989581 1.20402 1.04696 0.814545 0.543259 0.310269 0.113749 0.00150708 -0.0102464 0 0 0 0 
-0.0209214 -0.060562 -0.074983 -0.0444713 -0.025829 0.0208819 0.073652 0.0782099 0.0463972 0.0402561 -0.123912 -0.109491 0.665891 0.778083 0.233829 -0.0601804 0.948975 1.08888 1.06177 0.701788 0.382794 0.167117 0.0580788 0.00579345 0.00107842 0 0 0 0 0 
-0.0555422 -0.107329 -0.113862 -0.0677451 -0.029625 -0.0290622 0.0671977 0.180543 0.158799 0.0363643 0.0412442 0.191551 0.242004 0.207053 0.477094 0.99057 1.36837 1.09623 0.925465 0.509067 0.205644 0.0479203 0.0111558 0.0181011 0 0 0 0 0 0 
-0.0470486 -0.0962835 -0.0881278 -0.0552431 -0.0578356 -0.0437182 0.0864058 0.290459 0.363963 0.242023 0.17768 0.404975 0.599163 0.411664 0.43654 1.3815 1.02678 0.672982 0.740305 0.482842 0.227924 0.0597078 0.0306132 0.0157425 0 0 0 0 0 0 
